Issue key;Issue id;Custom field (Project Manager);Assignee;Status;Priority;Custom field (Marketing Need);Custom field (Team Leader);Custom field (Worker);Custom field (Business Impact);Custom field (Product Impact);Summary;Custom field (Customer Interest)
SLE-22030;495869;aginies;;Planning;Should Have;;sfent;none;;N/A;Dev: Add RedHat Compatibility to wicked to support Warewulf4;
SLE-22027;495865;suntorytimed;dspinella;Done;Could Have;;kstreitova;none;;Low;Dev: sle15sp4: Update adns to 1.6.0;
SLE-22023;495861;suntorytimed;dspinella;Done;Should Have;;kstreitova;none;;Low;Dev: sle15sp4: Update apache2-mod_security2 to 2.9.4;
SLE-22019;495857;suntorytimed;dspinella;Open;Should Have;;kstreitova;none;;Medium;Dev: Provide the recent MariaDB release (10.6) with SLE 15 SP4;
SLE-22015;495853;suntorytimed;;Open;Could Have;;locilka;none;;Low;Dev: [yast2-*] talking about slaves;
SLE-22011;495848;suntorytimed;fbui;Done;Should Have;;BenniBrunner;fbui;;N/A;Dev: Support unified cgroup hierarchy;
SLE-22007;495844;suntorytimed;;Open;Should Have;;locilka;none;;Medium;Dev: autoyast grub2 password protection;
SLE-22003;495840;suntorytimed;pgajdos;Done;Should Have;;kstreitova;pgajdos;;Medium;Dev: 15sp4: version update of apache2 to 2.4.newest;
SLE-22000;495837;suntorytimed;pgajdos;Done;Could Have;;kstreitova;pgajdos;;Low;Dev: 15sp4: version update of libraw to 20.0.newest;
SLE-21997;495834;suntorytimed;pgajdos;Done;Could Have;;kstreitova;pgajdos;;Low;Dev: 15sp4: version update of libzip to 1.8.newest;
SLE-21994;495831;suntorytimed;pgajdos;Done;Could Have;;kstreitova;pgajdos;;Low;Dev: 15sp4: version update of lz4 to 1.9.newest;
SLE-21991;495828;suntorytimed;pgajdos;Done;Could Have;;kstreitova;pgajdos;;Low;Dev: 15sp4: version update of php7 to 7.4.newest;
SLE-21988;495825;suntorytimed;pgajdos;Done;Could Have;;kstreitova;pgajdos;;Medium;Dev: 15sp4: version update of libjpeg-turbo to 2.1.newest;
SLE-21985;495822;suntorytimed;pgajdos;Done;Could Have;;kstreitova;pgajdos;;Low;Dev: 15sp4: version update of ImageMagick to 7.1.newest;
SLE-21982;495819;suntorytimed;jsikes;Open;Could Have;;kstreitova;none;;Medium;Dev: update glew to 2.2.0;
SLE-21972;495809;suntorytimed;mlandres;In Progress;Should Have;;j_renner;none;;N/A;Dev: zypper single transaction performance enhancement (RFE);
SLE-21968;495805;suntorytimed;mlandres;Planning;Could Have;;j_renner;none;;N/A;Dev: make zypper logging configurable;
SLE-21965;495802;suntorytimed;sbrabec;Done;Should Have;;kstreitova;sbrabec;;Low;Dev: update strace;
SLE-21959;495796;suntorytimed;;Open;Must Have;;jrecord;none;;N/A;Dev: Convert the SCA Tool to Python3;
SLE-21957;495794;suntorytimed;;Planning;Could Have;;kstreitova;none;;N/A;Dev: Include python3-libmount in SLE;
SLE-21953;495790;suntorytimed;tsaupe;In Progress;Should Have;;BenniBrunner;tsaupe;;Medium;Dev: Update dracut to 055;
SLE-21946;495783;suntorytimed;tsaupe;Open;Wish to Have;;BenniBrunner;tsaupe;;Low;Dev: Update genwqe-tools to 4.0.20;
SLE-21943;495780;suntorytimed;;Done;Could Have;;BenniBrunner;BenniBrunner;;Low;Dev: Update gptfdisk to 1.0.8;
SLE-21940;495777;suntorytimed;;Done;Could Have;;BenniBrunner;BenniBrunner;;Low;Dev: Update hwloc to 2.5.0;
SLE-21937;495774;suntorytimed;jmoellers;Done;Should Have;;BenniBrunner;jmoellers;;Medium;Dev: Update bind to 9.16.20;
SLE-21931;495768;suntorytimed;;Planning;Could Have;;sreeves1;none;;N/A;Dev: SUSE Providing a 389ds Directory Server Container;
SLE-21929;495766;suntorytimed;sax2;Planning;Could Have;;kvanderveer;none;;N/A;Dev: KIWI: Conditionally include packages in image definition;
SLE-21925;495762;suntorytimed;;Rejected;Should Have;;locilka;none;;N/A;Dev: Create warning check in Autoyast for UEFI boot partition sizes below 256 MB;
SLE-21633;494164;aginies;NMoreyChaisemartin;Done;Should Have;;ta-ro;;;N/A;Dev: HPC: Update mpich to 3.4.2 or later;
SLE-21629;493905;suntorytimed;adamm;In Progress;Could Have;;bruclik;none;;Low;Dev: freeradius-server update to latest in SP4;
SLE-21626;493902;LPechacek;mwilck;In Progress;Should Have;;hreinecke;none;;Low;Dev: suse-module-tools: move modprobe.d and depmod.d config files from /etc to /lib;
SLE-21613;493886;msmeissn;msmeissn;Done;Could Have;;smanolov;msmeissn;;N/A;Dev: Update libgphoto to 2.5.27;
SLE-19699;487334;;hreinecke;Blocked;Must Have;;hreinecke;none;;N/A;Dev: Add NVMf-FC boot support;
SLE-19678;487295;;;Planning;Could Have;;pgonin;none;;N/A;Dev: Podman 3 or newer ;
SLE-19670;487287;;;In Progress;Could Have;;sfent;WernerFink;;Medium;Dev: Introduce update-alternatives for /bin/sh;
SLE-19668;487285;;fstrba;Open;Must Have;;bruclik;none;;Low;Dev: Provide OpenJDK 17 in SLE 15;
SLE-19659;487276;;fbui;Blocked;Must Have;;BenniBrunner;fbui;;N/A;Dev: retain support of systemd KillMode=none and contribute to providing an alternative for SAP start framework;
SLE-20838;491193;;dspinella;Open;Should Have;;kstreitova;;;Medium;Dev: Update MariaDB from 10.2 to 10.3 in SLE 12 SP4/SP5;
SLE-20833;491188;;xarbulu;In Progress;Must Have;;STorresi;none;;Low;"Dev: hanadb_exporter: Support for AWS Secure Store, HANA Scale-out Installations and SSL enforced HANA Connections";
SLE-20825;491180;;;Rejected;Must Have;;STorresi;none;;High;Dev: Support Ansible as part of SLES for SAP;
SLE-20864;491239;;pmonrealgonzalez;In Progress;Must Have;;kstreitova;pmonrealgonzalez;;Medium;Dev: Upgrade nettle to latest version >= 3.7.4 (crypto);
SLE-20862;491237;;pmonrealgonzalez;Done;Must Have;;kstreitova;pmonrealgonzalez;;Medium;Dev: Upgrade libgcrypt to latest version >= 1.9.x (crypto);
SLE-16178;442968;;;In Progress;Should Have;;claudiofontana;lizhang;;N/A;Dev: [research] QEMU: allow target-specific modules;
SLE-16176;442966;;;Open;Could Have;;claudiofontana;j_gross;;N/A;Dev: [qemu] [libvirt] Improve support for more than 256 logical CPU on x86;
SLE-16174;442964;;;Open;Could Have;;claudiofontana;dfaggioli;;N/A;Dev: [KVM] Enterprise Large VM Configuration Guide;
SLE-16158;442901;;;In Progress;Could Have;;claudiofontana;jziviani;;N/A;Dev: [TP] libvirt: Support running KVM guests on ppc64le;
SLE-16157;442900;;dmdiss;In Progress;Wish to Have;;goldwynr;;;Medium;Dev: [kernel-fs] improve initramfs performance and space efficiency;
SLE-15768;441578;;;Open;Should Have;;Neyleah;;;Low;Dev: Need zypper-search-packages-plugin functionality for RMT (and SUMA);
SLE-15439;440410;;smanolov;In Progress;Could Have;;smanolov;smanolov;;N/A;Dev: Investigate login node improvements - Security;
SLE-16347;443582;;AngelaBriel;Open;Could Have;;STorresi;;;Low;Dev: SAPHanaSR: implement blocker PoC;
SLE-16336;443571;;mkubecek;Planning;Could Have;;hreinecke;mkubecek;;Low;Dev: Information about device down using arp_interval should be in bonding.txt;
SLE-15313;440012;;duwe;Open;Must Have;;ptesarik;duwe;;N/A;Dev: FIPS: Support NIST 800-90B entropy collection in Linux Kernel;
SLE-15183;439627;;suntorytimed;Open;Should Have;;Neyleah;;;High;Dev: Create the patterns with hardware profiles to let YaST select them during installation;
SLE-15181;439625;;;Blocked;Should Have;;locilka;;;Medium;Dev: Let YaST select hardware profile patterns instead of packages during installation;
SLE-17589;459521;;hreinecke;Planning;Could Have;;hreinecke;;;N/A;Dev: [LATE] Include support in yast-installer to auto-detect and install to NVMe-oF TCP volumes;
SLE-14424;437778;;;Open;Could Have;;claudiofontana;charlesa;;N/A;Dev: AMD SEV support with virt-manager;
SLE-17681;460451;;quwenruo_btrfs;In Progress;Must Have;;goldwynr;;;High;Dev: Subpage blocksize support in Btrfs;
SLE-16891;447894;;;Open;Could Have;;locilka;;;Medium;Dev: yast2-country: port to use langtable data;
SLE-17171;452086;;;Planning;Wish to Have;;mlschroe;;;N/A;Dev: RPM write reduction for the sake of root FS snapshot size reduction;
SLE-18837;484901;;cbosdonnat;Open;Must Have;;claudiofontana;cbosdonnat;;N/A;Dev: Provide KVM tooling to automatically create CPU pinnings which are NUMA and hyperthreading aware;
SLE-18835;484898;;aginies;Open;Must Have;;claudiofontana;olh;;N/A;Dev: Xen: large VMs the best practice guide;
SLE-18833;484896;;;Done;Must Have;;claudiofontana;none;;N/A;Dev: ADM SEV-EV support;
SLE-18829;484892;;;Open;Could Have;;claudiofontana;lyan;;N/A;Dev: [HANAonKVM] KVM supports Intel PMEM in AppDirect mode;
SLE-18827;484887;;;Open;Must Have;;claudiofontana;lyan;;N/A;Dev: NVIDIA vGPU: support of vgpu 12.x & 13.x in SLES 15SP4 ;
SLE-18824;484883;;;Planning;Should Have;;suntorytimed;none;;N/A;Dev: SLE 15 SP4: Drop imgen;
SLE-18777;484577;;yfjiang;In Progress;Should Have;;yfjiang;none;;High;Dev: Update GNOME Desktop Environment (GNOME 41.x or higher);
SLE-18729;484200;;sndirsch;Done;Must Have;;ptesarik;none;;N/A;Dev: Update TigerVNC to >= 1.10.0 to allow pasting national characters between local and remote desktop;
SLE-18727;484198;;msmeissn;Open;Must Have;;smanolov;rfrohl;;N/A;Dev: wireshark: Update to include SMC support;
SLE-18725;484196;;fbui;Done;Must Have;;BenniBrunner;fbui;;N/A;Dev: RoCE: Predictable Interface Names - systemd part;
SLE-18723;484194;;;Open;Must Have;;claudiofontana;acho;;N/A;Dev: KVM: Spinlock Yield Forwarding;
SLE-18721;484192;;ptesarik;Done;Must Have;;ptesarik;ptesarik;;N/A;Dev: HSCI: Multi-MAC Support - kernel part;
SLE-18719;484190;;ptesarik;Done;Must Have;;ptesarik;ptesarik;;N/A;Dev: SCLP extended length SCCBs;
SLE-18717;484188;;ptesarik;Done;Must Have;;ptesarik;ptesarik;;N/A;Dev: zcrypt DD: AP bus and zcrypt device driver uevent extensions;
SLE-18715;484186;;;Open;Must Have;;claudiofontana;acho;;N/A;Dev: KVM: Implement full set of zPCI function properties - ISM part (kernel);
SLE-18713;484184;;dirkmueller;In Progress;Must Have;;dirkmueller;none;;N/A;Dev: Valgrind support of new IBM Z hardware z15;
SLE-18711;484182;;;In Progress;Must Have;;matz2;zxyyz;;Low;Dev: GLIBC: Support for new IBM Z Hardware;
SLE-18709;484180;;;In Progress;Must Have;;matz2;matz2;;Medium;Dev: BINUTILS: Support for new IBM Z Hardware;
SLE-18707;484178;;ptesarik;Done;Must Have;;ptesarik;ptesarik;;N/A;Dev: NVMe stand-alone dump support - kernel part;
SLE-18705;484176;;ptesarik;In Progress;Must Have;;ptesarik;ptesarik;;N/A;Dev: Support for new IBM Z Hardware in kernel;
SLE-18703;484174;;ptesarik;Done;Must Have;;ptesarik;ptesarik;;N/A;Dev: Improve CPU-MF counter set extraction performance;
SLE-18701;484172;;acho;Done;Must Have;;claudiofontana;acho;;N/A;Dev: KVM: Use interpretation of specification exceptions;
SLE-18699;484170;;ptesarik;Blocked;Must Have;;ptesarik;ptesarik;;N/A;Dev: Enhanced Interpretation for PCI Functions - kernel part;
SLE-18697;484167;;;Open;Must Have;;claudiofontana;acho;;N/A;Dev: Enhanced Interpretation for PCI Functions - qemu part;
SLE-18695;484165;;;Blocked;Must Have;;claudiofontana;acho;;N/A;Dev: KVM: Crypto Passthrough Hotplug - kernel part;
SLE-18693;484163;;jfehlig;Done;Must Have;;claudiofontana;jfehlig;;N/A;Dev: Provide persistent vfio-ccw device assignments - libvirt part;
SLE-18691;484161;;ptesarik;Done;Must Have;;ptesarik;ptesarik;;N/A;Dev: CPU Model for new IBM Z Hardware - kernel part;
SLE-18689;484159;;;Blocked;Must Have;;claudiofontana;none;;N/A;Dev: KVM: Attestation support for Secure Execution (crypto);
SLE-18687;484155;;;Open;Must Have;;claudiofontana;acho;;N/A;Dev: CPU Model for new IBM Z Hardware - qemu part;
SLE-18685;484153;;;Blocked;Must Have;;claudiofontana;none;;N/A;Dev: KVM: Provide a secure guest indication;
SLE-18683;484151;;;Blocked;Must Have;;claudiofontana;none;;N/A;Dev: KVM: Enable storage key checking for intercepted instructions handled by KVM;
SLE-18681;484149;;;Blocked;Must Have;;claudiofontana;none;;N/A;Dev: KVM: Enable storage key checking for intercepted instruction handled by userspace;
SLE-18679;484146;;;Blocked;Must Have;;claudiofontana;none;;N/A;Dev: KVM: Enable storage key handling for external processes;
SLE-18677;484144;;;Blocked;Must Have;;claudiofontana;none;;N/A;Dev: KVM: Enable access register mode;
SLE-18675;484142;;;Blocked;Must Have;;claudiofontana;none;;N/A;Dev: KVM: Improve memory reclaiming for z15 Secure Execution guests;
SLE-18673;484139;;ptesarik;Blocked;Must Have;;ptesarik;ptesarik;;N/A;Dev: Support for new IBM Z Hardware - details to be provided (KRN2006);
SLE-18671;484137;;;Rejected;Must Have;;ptesarik;none;;N/A;Dev: Support for new IBM Z Hardware - details to be provided (KRN2007);
SLE-18669;484135;;;Rejected;Must Have;;ptesarik;none;;N/A;Dev: Support for new IBM Z Hardware - details to be provided (KRN2015);
SLE-18665;484130;;jziviani;Open;Must Have;;claudiofontana;jziviani;;N/A;Dev: Upgrade qemu to latest version >= 6.0 (kvm);
SLE-18615;483690;;LMartin;Open;Must Have;;STorresi;none;;Low;Dev: SAPHanaSR to provide debug information to HANA ;
SLE-18150;480886;;lee_duncan;Done;Must Have;;hreinecke;lee_duncan;;Medium;Dev: Include mpi3mr driver;
SLE-18148;480875;;;Rejected;Should Have;;matz2;;;N/A;Dev: GLIBC: Platform Support for AMD Zen and AVX2/AVX;
SLE-18146;480869;;;Done;Could Have;;sfent;trenn;;Medium;Dev: Update irqbalance;
SLE-18116;480588;;;Done;Must Have;;mhocko;;;N/A;Dev: SLE 15 SP4 kernel package;
SLE-18114;480578;;AngelaBriel;Open;Should Have;;STorresi;none;;High;Dev: saptune v3.next - APIs and machine readable outputs;
SLE-18302;481911;;cgrobertson;Done;Must Have;;sreeves1;none;;Low;Dev: [P10] POWER10 performance enhancements for cryptography: NSS FreeBL (-> Basesystem and Server-Applications module);
SLE-18298;481905;;ptesarik;Open;Must Have;;ptesarik;ptesarik;;Low;Dev: Dump capture support to HNV interface (kdump/dracut);
SLE-18296;481903;;michals;Blocked;Must Have;;ptesarik;michals;;Low;Dev: [P10] P10 Power Mode Reporting - kernel part;
SLE-18294;481901;;michals;Blocked;Must Have;;ptesarik;michals;;Low;Dev: [P10] P10 Power Mode Reporting - powerpc-utils part;
SLE-18288;481895;;michals;Done;Must Have;;ptesarik;michals;;Low;Dev: [P10] P10 cpuidle optimizations;
SLE-18286;481893;;;Open;Must Have;;sfent;mtomaschewski;;Medium;Dev: SR-IOV - Make Linux Hybrid Network Virtualization (HNV) work for any connection manager (e.g. wicked) (powerpc-utils?);
SLE-17363;455898;;federico-mena;In Progress;Should Have;;sreeves1;;;Low;Dev: add support for high quality bluetooth audio codecs;
SLE-10866;411373;;;Blocked;Could Have;;locilka;;;;Dev: allow default permission level setting;
SLE-9237;404002;;;Blocked;Could Have;;claudiofontana;;;N/A;Dev: KVM SGX 2.0;
SLE-9928;407221;;;Open;Could Have;;hreinecke;mkubecek;;N/A;Dev: Information about device down using arp_interval should be in bonding.txt;
SLE-22630;501197;a_faerber;ykaukab;Done;Should Have;;ptesarik;ykaukab;;N/A;Dev: Ship and support Rockchip RK3399 PWM driver;
SLE-21309;492786;suntorytimed;;In Progress;Should Have;;locilka;none;;High;Dev: Optional LUKS2 support for the Installer (Storage);
SLE-20592;490459;;ancorgs;Done;Should Have;;locilka;none;;Medium;"Dev: YaST has to assign subuids/subgids, like useradd";
SLE-19631;487124;;psimons;Open;Should Have;;kstreitova;psimons;;Low;Dev: Get rid of lftp_wrapper;
SLE-22688;502466;ihno;;Planning;Must Have;;jeff_mahoney;none;;N/A;Dev: Fix Massive Throughput Degradation with the RoCE Express2 25 GbE Card Permanently;
SLE-20516;490267;;jones_tony;In Progress;Must Have;;mgorman;;;N/A;Dev: Review/upgrade perf to match 15 SP4 kernel;
SLE-19403;486194;;michael-chang;Open;Must Have;;BenniBrunner;none;;High;Dev: Power guest secure boot with static keys: GRUB2 portion (crypto);
SLE-19789;487596;holgisms;mbrugger;Done;Should Have;;ptesarik;mbrugger;;N/A;Dev: Update the Mellanox/NVIDIA BlueField-2 SoC;
SLE-22636;501211;Jeffreycheung;;In Progress;Could Have;;ptesarik;patrikjakobsson;;N/A;Dev: Elkhart Lake and Jasper Lake Graphics enabling;
SLE-19430;486279;;oneukum;Done;Could Have;;ptesarik;oneukum;;N/A;Dev: Thunderbolt: TBT SW CM AR/TR Path discovery;
SLE-20856;491230;;;Open;Must Have;;claudiofontana;charlesa;;N/A;Dev: KVM: Enable vfio-ccw and vfio-ap in virt-* tools (virt-manager);
SLE-21540;493506;aginies;;In Progress;Could Have;;claudiofontana;charlesa;;N/A;Dev: Prefer UEFI when creating new virtual machines;
SLE-21008;491731;;claudiofontana;Planning;Could Have;;claudiofontana;none;;N/A;Dev: [SLES15 SP4] KVM VM Denial of Service Prevention;
SLE-20963;491669;;;Rejected;Could Have;;claudiofontana;none;;N/A;Dev: CPU Features - SVM IOMMU: Support guest host PASID non-identity mapping;
SLE-20914;491336;;;In Progress;Could Have;;claudiofontana;none;;N/A;Dev: [SLES15 SP4] libvirt - Update to the latest version;
SLE-18473;483103;;;In Progress;Must Have;;claudiofontana;none;;N/A;Dev: [HANAonKVM] KVM meets HANA certification requirements;
SLE-18471;483101;;;Rejected;Must Have;;claudiofontana;none;;N/A;Dev: OracleLinux support;
SLE-16654;445864;;;In Progress;Should Have;;claudiofontana;;;N/A;Dev: [Research] Support VM migration with VFIO device;
SLE-19529;486574;;;In Progress;Must Have;;claudiofontana;;;N/A;Dev: [DOC] Virtualization support documentation (15 SP4);
SLE-19580;486881;;;Rejected;Could Have;;mhocko;none;;N/A;Dev: CPU Features: Keylocker ISA;
SLE-19748;487488;;;In Progress;Should Have;;claudiofontana;tdz;;N/A;Dev: Enable DRM driver for hyperv;
SLE-19845;487652;holgisms;;Done;Must Have;;claudiofontana;jfehlig;;N/A;Dev: Update libvirt: nodedev for Mellanox/Nvidia;
SLE-20943;491507;;;Rejected;Could Have;;claudiofontana;;;N/A;Dev: [TP] ARMv8.3-NV: KVM Nested Virtualization;
SLE-18869;484966;aginies;;Open;Must Have;;claudiofontana;lyan;;N/A;Dev: [ARM] Support 64K page size in addition to 4K page size in KVM;
SLE-21782;494704;suntorytimed;;Planning;Should Have;;bruclik;none;;N/A;Dev: Update nodejs-common for SLE15 SP4;
SLE-19225;485658;;joeyli;Done;Could Have;;joeyli;none;;N/A;Dev: Backported UEFI patches from newer mainline kernel ;
SLE-19697;487331;;michals;Blocked;Must Have;;ptesarik;michals;;Low;Dev: Enable NX-GZIP support with DLPAR and LPM operations;
SLE-20130;488953;;tsbogend;Open;Must Have;;hreinecke;tsbogend;;Medium;Dev: Enable ipsec and TLS offload for Mellanox ConnectX-6 Dx on POWER (mlx5);
SLE-19666;487283;;;Planning;Should Have;;ptesarik;none;;N/A;Dev: Update libcap to the version in TW;
SLE-21330;492955;Jeffreycheung;;Blocked;Must Have;;BenniBrunner;rwill;;N/A;Dev: efibootmgr: Include support for creating and displaying NVMe-oF TCP device paths;
SLE-21292;492759;Jeffreycheung;duwe;Open;Could Have;;ptesarik;duwe;;N/A;Dev: [SLES15 SP4 Feat] Intel QAT Update - QATZip;
SLE-21120;492178;;;Rejected;Could Have;;claudiofontana;none;;N/A;Dev: [SLES15 SP4] KVM: Support guest CET feature;
SLE-20977;491684;;;Rejected;Could Have;;claudiofontana;;;N/A;Dev: ARMv8.2 SPE in guest;
SLE-22585;500923;gameboy974;firstyear;Open;Could Have;;jmcdough;none;;N/A;Dev: SUSE Providing a 389ds Directory Server Container;
SLE-22125;496035;suntorytimed;sbrabec;Done;Should Have;;kstreitova;none;;Low;Dev: Update libusb-1_0 and libusb-compat;
SLE-21268;492677;suntorytimed;sbrabec;Done;Should Have;;kstreitova;none;;Low;Dev: Update potrace and pstoedit;
SLE-21264;492673;suntorytimed;sbrabec;Done;Should Have;;kstreitova;none;;Low;Dev: Update desktop-file-utils;
SLE-22088;495993;suntorytimed;sbrabec;In Progress;Should Have;;kstreitova;none;;Medium;Dev: Upgrade util-linux to deliver lastest features and fixes;
SLE-19082;485397;;tsbogend;Done;Could Have;;hreinecke;tsbogend;;Medium;Dev: ixgbe: Driver Update;
SLE-19092;485407;;tsbogend;Done;Could Have;;hreinecke;tsbogend;;Medium;Dev: i40e: Driver Update;
SLE-19086;485401;;dkirjanov;Done;Could Have;;hreinecke;dkirjanov;;Medium;Dev:  igc: Driver Update;
SLE-19695;487329;;michals;Done;Must Have;;ptesarik;michals;;Low;Dev: iommu: Add 2MB and 256MB TCE support;
SLE-20146;489003;holgisms;;Done;Must Have;;pgonin;none;;N/A;Dev: Add Fibre Channel key management capabilities to Strongswan;
SLE-19843;487650;holgisms;;Done;Must Have;;pgonin;mosquetero;;N/A;Dev: Update strongswan for Mellanox/Nvidia;
SLE-19438;486287;;;Done;Could Have;;ptesarik;oneukum;;N/A;Dev: Thunderbolt: TBT SW CM AR/TR TMU configuration;
SLE-20965;491672;;;In Progress;Could Have;;claudiofontana;lin_ma;;N/A;Dev: Make QEMU guests more failsafe when resizing SCSI passthrough disks;
SLE-22116;496022;suntorytimed;dspinella;Open;Could Have;;kstreitova;none;;Low;Dev: sle15sp4: Update nmap to 7.92;
SLE-21010;491735;;claudiofontana;Rejected;Could Have;;claudiofontana;none;;N/A;Dev: [SLES15 SP4] HLAT support;
SLE-22586;501062;msmeissn;shunghsiyu;Done;Must Have;;mhocko;none;;N/A;Dev: Disable unprivileged eBPF due to security issues;
SLE-22097;496002;suntorytimed;sbrabec;Done;Should Have;;kstreitova;sbrabec;;Medium;Dev: [kbd] Update kbd;
SLE-22716;502651;Jeffreycheung;;Planning;Should Have;;mhocko;bpetkov;;N/A;Dev: hwmon: (k10temp) Add support for Zen3 CPUs (Milan);
SLE-19436;486285;;;Done;Could Have;;ptesarik;oneukum;;N/A;Dev: Thunderbolt: TBT SW CM AR/TR bandwidth management for DP;
SLE-19080;485390;;tsbogend;Done;Could Have;;hreinecke;tsbogend;;Medium;Dev: iAVF: Driver Update;
SLE-19774;487575;;tdz;Done;Could Have;;ptesarik;tdz;;N/A;Dev: Support AST2600 chip;
SLE-20786;491028;;mbrugger;Done;Could Have;;ptesarik;mbrugger;;N/A;Dev: ARM v8.5 Memory Tagging;
SLE-18467;483097;;aginies;Open;Must Have;;claudiofontana;charlesa;;N/A;Dev: Xen new release for SP4;
SLE-20227;489399;;sballen;Under Review;Should Have;;mlatimer;none;;Medium;Dev: Update Ceph in SLE15-SP4 to version 16.2.*;
SLE-18850;484921;;michael-chang;Open;Must Have;;BenniBrunner;michael-chang;;Medium;Dev: Power guest secure boot with static keys: GRUB2 signing portion (crypto);
SLE-22718;502661;fcrozat;;Planning;Could Have;;sfent;none;;N/A;Dev: Update hplip to Factory version;
SLE-22838;502954;Jeffreycheung;;Done;Could Have;;sfent;trenn;;N/A;Dev: Intel Speed Select: SPR 4 + sockets support;
SLE-22840;502956;Jeffreycheung;;Done;Could Have;;sfent;trenn;;N/A;Dev: Intel Speed Select: Optimize CPU to PCI device mapping;
SLE-22836;502952;Jeffreycheung;;Planning;Could Have;;ptesarik;patrikjakobsson;;N/A;Dev: ADL-S graphics update;
SLE-22834;502950;Jeffreycheung;;Planning;Could Have;;ptesarik;patrikjakobsson;;N/A;Dev: ADL-P graphics update;
SLE-21961;495798;suntorytimed;jsikes;Open;Should Have;;kstreitova;none;;Medium;Dev: Update the whole smart card package chain in SLE-15-SP4;
SLE-21589;493774;suntorytimed;jsikes;Done;Could Have;;kstreitova;pgajdos;;Medium;Dev: Update libEMF in SLE-15-SP4 to 1.0.13;
SLE-21979;495816;suntorytimed;jsikes;Done;Could Have;;kstreitova;pgajdos;;Medium;Dev: Update ftgl to 2.4.0;
SLE-19090;485405;;tsbogend;Done;Could Have;;hreinecke;tsbogend;;Medium;Dev: ice: Driver Update;
SLE-21976;495813;suntorytimed;jsikes;Done;Could Have;;kstreitova;pgajdos;;Low;Dev: Update augeas to 1.12.0;
SLE-21934;495771;suntorytimed;jsikes;Done;Should Have;;kstreitova;pgajdos;;Medium;Dev: Update sudo to the latest version in SLE15SP4;
SLE-20737;490904;;NMoreyChaisemartin;Done;Could Have;;hreinecke;NMoreyChaisemartin;;Low;Dev: Fix gcc problems with opa-fm and ipoib stability improvements;
SLE-20248;489471;;afeijoo;In Progress;Must Have;;BenniBrunner;afeijoo;;High;Dev: [dracut] change the default compression to zstd;
SLE-20219;489391;;teclator;Open;Could Have;;locilka;none;;Medium;Dev: autoyast probe uefi detection ;
